domain,reliability_label,wiki_citation
ncregister.com,0,0
nationalcenter.org,0,0
nfrw.org,0,0
newbostonpost.com,0,0
newsbusters.org,0,0
newspageindex.com,0,0
nysun.com,1,0
ngo-monitor.org,0,0
notthebee.com,1,0
offgridsurvival.com,0,0
oneangrygamer.net,0,0
opslens.com,0,0
outkick.com,0,0
pantsonfirenews.com,0,0
quadrant.org.au,0,0
rd.com,0,0
americasvoice.news,0,0
redstate.com,0,0
rightandfree.com,0,0
ronpaullibertyreport.com,0,0
sabah.com.tr,0,0
newspress.com,0,0
shorenewsnetwork.com,0,0
skynews.com.au,0,0
sonorannews.com,0,0
sonsof1776.com,0,0
tampafp.com,0,0
tatumreport.com,0,0
tenthamendmentcenter.com,0,0
adelaidenow.com.au,0,0
americafirstpolicy.com,0,0
dailytelegraph.com.au,0,0
dailywire.com,0,0
thefirsttv.com,0,0
theflstandard.com,0,0
thegreggjarrett.com,0,0
thehonestpatriot.net,0,0
theleoterrell.com,0,0
econlib.org,0,0
thenationalherald.com,0,0
thenewamerican.com,0,0
patriotpost.us,0,0
thepostmillennial.com,0,0
thesun.co.uk,0,0
thetexan.news,0,0
thetruthaboutguns.com,0,0
the-sun.com,0,0
timcast.com,0,0
torontosun.com,0,0
mydailyfreedom.com,0,0
tnc.news,0,0
trtworld.com,0,0
twitchy.com,0,0
unwatch.org,0,0
valuetainment.com,0,0
washingtonexaminer.com,0,0
freebeacon.com,0,0
watchdogreport.org,0,0
weaselzippers.us,0,0
westernstandard.news,0,0
wikiislam.net,0,0
wng.org,0,0
yellowhammernews.com,1,0
yaf.org,0,0
freeworldnews.tv,-1,0
21stcenturywire.com,0,0
79days.news,-1,0
911truth.org,-1,0
abovetopsecret.com,-1,0
acallforanuprising.com,-1,0
ageofautism.com,-1,0
amtvmedia.com,-1,0
alternativenews.com,-1,0
altleft.news,-1,0
americanfreepress.net,-1,0
aim4truth.org,-1,0
amg-news.com,-1,0
americanpolicy.org,-1,0
americasfrontlinedoctors.com,-1,0
answersingenesis.org,-1,0
askingangels.com,-1,0
australiannationalreview.com,-1,0
banned.video,-1,0
beholdisrael.org,0,0
bestnewshere.com,-1,0
biggovernment.news,-1,0
biodefense.com,-1,0
biotechexpressmag.com,-1,0
blckbx.tv,-1,0
bonsens.info,-1,0
brandnewtube.com,-1,0
brighteon.com,-1,0
bugout.news,-1,0
campusinsanity.com,-1,0
cancer.news,-1,0
catholic.org,0,0
childrenshealthdefense.org,-1,0
chlorellafactor.com,-1,0
carm.org,-1,0
cbn.com,0,0
creation.com,-1,0
christianscience.com,-1,0
legitgov.org,0,0
climatedepot.com,0,0
climate.news,-1,0
cnnsofake.news,-1,0
collapse.news,-1,0
cfact.org,-1,0
consciouslifenews.com,0,0
conspiracydailyupdate.com,-1,0
consumerwellness.org,-1,0
counterthink.com,-1,0
creationwiki.org,-1,0
dailyclout.io,-1,0
dailysceptic.org,-1,0
diedsuddenly.info,-1,0
discovery.org,-1,0
doctoroz.com,0,0
ecology.news,-1,0
eluxemagazine.com,0,0
ewg.org,0,0
escapeallthesethings.com,-1,0
eugenics.news,-1,0
europereloaded.com,-1,0
faithit.com,0,0
food.news,-1,0
thefreethoughtproject.com,-1,0
freedomadvocates.org,-1,0
freedomainradio.com,-1,0
freedom.news,-1,0
friendsofscience.org,0,0
covid19criticalcare.com,-1,0
gender.news,-1,0
geoengineering.news,-1,0
glitch.news,-1,0
gmwatch.org,0,0
godlikeproductions.com,-1,0
gotquestions.org,-1,0
govtslaves.com,-1,0
greenpeace.org,0,0
healingfoodreference.com,-1,0
healthimpactnews.com,-1,0
health.news,-1,0
healthnutnews.com,-1,0
healthrangerreport.com,-1,0
savethemales.ca,-1,0
herbreference.com,-1,0
humansarefree.com,-1,0
infiniteunknown.net,-1,0
informationclearinghouse.info,0,0
infowars.com,-1,0
ingredients.news,-1,0
theirishsentinel.com,-1,0
israel365news.com,0,0
joebiden.news,-1,0
leftcult.com,-1,0
lesmoutonsrebelles.com,-1,0
liberty.news,-1,0
libertyplanets.com,-1,0
libtards.news,-1,0
littlethings.com,0,0
liveaction.org,0,0
medicalcensorship.com,-1,0
medicalkidnap.com,-1,0
nationalfile.com,-1,0
nationalsecurity.news,-1,0
naturalmedicine.news,-1,0
naturalnews.com,-1,0
naturalnewsblogs.com,-1,0
naturalnewsradio.com,-1,0
naturalpedia.com,-1,0
nomorefakenews.com,-1,0
notrickszone.com,-1,0
nutrientreference.com,-1,0
pandemic.news,-1,0
patriots4truth.org,-1,0
paulcraigroberts.org,-1,0
peta.org,0,0
pollution.news,-1,0
pressfortruth.ca,0,0
principia-scientific.org,-1,0
pdmj.org,-1,0
randpaul.news,-1,0
realclimatescience.com,-1,0
redpillpodcasts.com,-1,0
science.news,-1,0
snopes.news,-1,0
southfront.org,-1,0
supplementreference.com,-1,0
talknetwork.com,-1,0
technocracy.news,-1,0
healthranger.com,-1,0
thehealthyamerican.org,-1,0
newnationalist.net,-1,0
stream.org,0,0
thetrumpet.com,0,0
thetruthaboutcancer.com,-1,0
thoughtcrimeradio.net,-1,0
thriveglobal.com,0,0
treason.news,-1,0
trunews.com,-1,0
truth11.com,-1,0
twisted.news,-1,0
ukcolumn.org,-1,0
usawatchdog.com,-1,0
vaccineimpact.com,-1,0
vaccines.news,-1,0
vactruth.com,-1,0
vaxxter.com,-1,0
vigilantcitizen.com,-1,0
votefraud.news,-1,0
wearechange.org,0,0
whatdoesitmean.com,-1,0
whitehouse.news,-1,0
wikispooks.com,0,0
winterwatch.net,-1,0
worldaffairsbrief.com,-1,0
worldcouncilforhealth.org,-1,0
worldtruth.tv,-1,0
worldviewweekend.com,-1,0
x22report.com,-1,0
zerohedge.com,-1,0
secondamendmentdaily.com,-1,0
100percentfedup.com,-1,0
24jours.com,-1,0
us24news.com,-1,0
avoiceformen.com,-1,0
acting-man.com,0,0
elizabethjohnston.org,-1,0
adareporter.com,0,0
adamscountytimes.com,0,0
alarabiya.net,0,0
albanystandard.com,0,0
albawaba.com,0,0
allnewspipeline.com,-1,0
adflegal.org,-1,0
almanar.com.lb,0,0
almasdarnews.com,0,0
alohastatenews.com,0,0
youm7.com,0,0
americamaxnews.com,-1,0
americaoutloud.com,-1,0
americanactionnews.com,0,0
americancatholictribune.com,0,0
acpeds.org,-1,0
afa.net,-1,0
afn.net,-1,0
americasfreedomfighters.com,-1,0
americangulag.org,-1,0
americanlibertyemail.com,-1,0
americanlookout.com,-1,0
americanpartisan.org,-1,0
americanpatriotdaily.com,-1,0
americanpeopledaily.com,-1,0
americanprinciplesproject.org,-1,0
amren.com,-1,0
tfp.org,-1,0
americanthinker.com,-1,0
awm.com,0,0
americansfortruth.com,-1,0
americasnewssource.com,-1,0
amestoday.com,0,0
amoskeagtimes.com,0,0
analyzingamerica.org,0,0
andersonreporter.com,0,0
annarbortimes.com,0,0
annearundeltoday.com,0,0
anokatimes.com,0,0
anonymouswire.com,-1,0
antelopevalleytoday.com,0,0
arabnews.com,0,0
arizonaindependent.com,0,0
aroostooknews.com,0,0
aapsonline.org,-1,0
athensreporter.com,0,0
atlstandard.com,0,0
auburntimes.com,0,0
augustarichmondherald.com,0,0
baldwintimes.com,0,0
baltimorecitywire.com,0,0
barenakedislam.com,-1,0
basnews.com,0,0
batonrougereporter.com,0,0
battlecreektimes.com,0,0
baystatenews.com,0,0
bb4sp.com,-1,0
bbarta24.net,0,0
bdnews24.com,0,0
beachbroadcastnews.com,-1,0
beantowntimes.com,0,0
beckernews.com,-1,0
beforeitsnews.com,-1,0
bjreview.com,0,0
bentontimes.com,0,0
bigislandtimes.com,0,0
bigleaguepolitics.com,-1,0
billionbibles.org,-1,0
bipartisanreport.com,-1,0
bitchute.com,-1,0
blackeyepolitics.com,-1,0
blackgenocide.org,-1,0
blacknews.com,0,0
blackpigeonspeaks.com,-1,0
bloomingtonleader.com,0,0
bluegrasstimes.com,0,0
bluestatebluesnews.com,0,0
boisecitywire.com,0,0
bongino.com,0,0
bostonbroadside.com,0,0
bowlinggreentoday.com,0,0
bossip.com,0,0
bransontimes.com,0,0
breakingchristiannews.com,-1,0
breitbart.com,0,0
brevardsun.com,0,0
bridgeporttimes.com,0,0
bristolreporter.com,0,0
britainfirst.org,-1,0
buckscountystandard.com,0,0
caixinglobal.com,0,0
caldronpool.com,0,0
canadafreepress.com,-1,0
capecodledger.com,0,0
micapitolnews.com,0,0
capemonews.com,0,0
capstonereport.com,-1,0
carbondalereporter.com,0,0
azcatholictribune.com,0,0
flcatholictribune.com,0,0
micatholictribune.com,0,0
mncatholictribune.com,0,0
pacatholictribune.com,0,0
wicatholictribune.com,0,0
cctv.com,0,0
cdareporter.com,0,0
cedarrapidstoday.com,0,0
trueactivist.com,-1,0
centerforsecuritypolicy.org,0,0
centralbrowardnews.com,0,0
centralcoloradonews.com,0,0
centralfloridapost.com,-1,0
centralgeorgianews.com,0,0
centralidahotimes.com,0,0
centraliowatimes.com,0,0
centrallouisiananews.com,0,0
centralmissourinews.com,0,0
centraloctimes.com,0,0
centralpatimes.com,0,0
centralstlnews.com,0,0
chambanasun.com,0,0
chicagocitywire.com,0,0
chicotimes.com,0,0
chinadaily.com.cn,0,0
cgtn.com,0,0
christianaction.org,-1,0
churchmilitant.com,0,0
citizensjournal.us,0,0
clarionproject.org,-1,0
claycotimes.com,0,0
clayreporter.com,0,0
cloverchronicle.com,-1,0
cnsnews.com,-1,0
coachellatoday.com,0,0
coastalganews.com,0,0
cobbnewsga.com,0,0
cobbreporter.com,0,0
coconinonews.com,0,0
columbiamonews.com,0,0
colonews.org,0,0
columbusstandard.com,0,0
cei.org,-1,0
concernedwomen.org,-1,0
conservapedia.com,0,0
conservativeammo.com,-1,0
conservativebeaver.com,-1,0
conservativedailynews.com,0,0
conservativedailypost.com,-1,0
conservativefiringline.com,-1,0
conservativefreepress.com,-1,0
conservativematrix.com,0,0
conservativeplaylist.com,-1,0
conservativepost.com,-1,0
conservativerevival.com,-1,0
westernjournal.com,0,0
conservativeundergroundnews.com,0,0
constitutionstatenews.com,0,0
corona-transition.org,-1,0
cair.com,0,0
councilforthenationalinterest.org,0,0
conservative-headlines.org,-1,0
creativedestructionmedia.com,-1,0
culturewatchnews.com,0,0
dagospia.com,-1,0
focusonthefamily.com,-1,0
dailyheadlines.net,-1,0
dailymail.co.uk,-1,0
dailypoliticalnewswire.com,-1,0
dailystar.co.uk,0,0
stormer-daily.rw,-1,0
dakotatimes.com,0,0
davidharrisjr.com,-1,0
dcdirtylaundry.com,-1,0
debka.com,0,0
decaturtimes.com,0,0
deepleftfield.info,0,0
deepstatejournal.com,-1,0
defconnews.com,-1,0
defendingtherepublic.org,-1,0
defiantamerica.com,-1,0
dekalbganews.com,0,0
dekalbtimes.com,0,0
delawarevalleysun.com,0,0
democrats.org,0,0
denvercitywire.com,0,0
deplorablekel.com,-1,0
desmoinessun.com,0,0
desantisdaily.com,0,0
detroitcitywire.com,0,0
diamondandsilkinc.com,-1,0
disclose.tv,0,0
discoverthenetworks.org,-1,0
djhjmedia.com,-1,0
dnyuz.com,0,0
downeasttimes.com,0,0
downrivertoday.com,0,0
dubuquetimes.com,0,0
dupagepolicyjournal.com,0,0
duvaltimes.com,0,0
eastalamedanews.com,0,0
eastarapahoenews.com,0,0
eastarizonanews.com,0,0
ecalabamanews.com,0,0
eastcentralreporter.com,0,0
eastcontracostanews.com,0,0
easthillsboroughnews.com,0,0
eastidahotimes.com,0,0
eastindynews.com,0,0
eciowanews.com,0,0
eastkentuckytimes.com,0,0
eastlittlerocktimes.com,0,0
eastlouisvillenews.com,0,0
eastmichigannews.com,0,0
eastpanhandlenews.com,0,0
eastpennyroyalnews.com,0,0
eastsandiegonews.com,0,0
eastsbvtimes.com,0,0
eastsfvtoday.com,0,0
eastsierranews.com,0,0
easttwincities.com,0,0
eastventuranews.com,0,0
eastvolusianews.com,0,0
eastwichitatimes.com,0,0
easternwaynetoday.com,0,0
echocheck.org,-1,0
ecgeorgianews.com,0,0
ecindiananews.com,0,0
eckansasnews.com,0,0
ecmissnews.com,0,0
elizabethtowntimes.com,0,0
elkharttimes.com,0,0
emeraldcoasttimes.com,0,0
emirates247.com,0,0
en-volve.com,-1,0
endthefed.org,-1,0
europe-israel.org,0,0
everetttimes.com,0,0
everytownresearch.org,0,0
evil.news,-1,0
factcheckingturkey.com,0,0
frc.org,-1,0
familysurvivalheadlines.com,0,0
farsnews.ir,0,0
dissident-mag.com,-1,0
fayettevillestandard.com,0,0
federalistpress.com,0,0
femalista.com,0,0
filmingcops.com,0,0
fireboebert.com,0,0
firststatetimes.com,0,0
fl24.net,0,0
flagandcross.com,0,0
thecareerbd.com,0,0
floridaparishnews.com,0,0
conservativeglobe.com,-1,0
fortsmithtimes.com,0,0
foxnews.com,0,0
frankspeech.com,-1,0
freedomfirstnetwork.com,-1,0
freedomnewsreport.com,0,0
freedomproject.com,-1,0
freewestmedia.com,0,0
fresnoleader.com,0,0
friatider.se,-1,0
frontpagemag.com,-1,0
ftwaynetimes.com,0,0
gab.com,-1,0
gadsdentoday.com,0,0
galesburgreporter.com,0,0
gatestoneinstitute.org,0,0
gbnews.uk,0,0
gellerreport.com,-1,0
gemstatewire.com,0,0
geneseenews.com,0,0
genzconservative.com,0,0
geologyin.com,1,0
georgiamountainnews.com,0,0
gettr.com,-1,0
ghost.report,0,0
girlsjustwannahaveguns.com,-1,0
gnews.org,-1,0
goldcountrytoday.com,0,0
goldenstatetoday.com,0,0
gopdailybrief.com,0,0
gop.gov,0,0
gopusa.com,0,0
grandcanyontimes.com,0,0
grandjunctiontimes.com,0,0
grandrapidsminews.com,0,0
grandrapidsreporter.com,0,0
granma.cu,0,0
greatamericandaily.com,-1,0
greatlakeswire.com,0,0
greatreject.org,-1,0
gript.ie,0,0
grundyreporter.com,0,0
grunge.com,0,0
gtrtimes.com,0,0
gucmakale.com,0,0
gulfnews.com,0,0
hagmannreport.com,-1,0
halturnerradioshow.com,-1,0
hannity.com,-1,0
harfordnews.com,0,0
hartfordreporter.com,0,0
hawarnews.org,-1,0
hawkeyereporter.com,0,0
headlineusa.com,0,0
headtopics.com,0,0
hendersontimes.org,0,0
hereistheevidence.com,-1,0
hernandoreporter.com,0,0
heartland.org,-1,0
hindustantimes.com,0,0
hoggwatch.com,-1,0
honolulureporter.com,0,0
hollandreporter.com,0,0
hoosierstatetoday.com,0,0
hopkinsvilletimes.com,0,0
hotspringstimes.com,0,0
houmathibodauxnews.com,0,0
housatonicvalleynews.com,0,0
howardconews.com,0,0
huntsvilleleader.com,0,0
hutchtoday.com,0,0
iharare.com,0,0
ihatethemedia.com,-1,0
ihypocrite.net,0,0
illegalaliencrimereport.com,0,0
illicitinfo.com,-1,0
illinoisvalleytimes.com,0,0
imperialcanews.com,0,0
infogalactic.com,-1,0
independentsentinel.com,-1,0
indystandard.com,0,0
informationliberation.com,-1,0
informer.rs,0,0
infoscum.com,0,0
interioralaskanews.com,0,0
iowacitytoday.com,0,0
jacksonpurchasenews.com,0,0
jeffcitynews.com,0,0
jeffcotimes.com,0,0
jeffersonreporter.com,0,0
jocotoday.com,0,0
jbs.org,-1,0
jonesborotimes.com,0,0
jordanbpeterson.com,0,0
judicialwatch.org,-1,0
justthenews.com,0,0
kalamazootimes.com,0,0
kanecountyreporter.com,0,0
kankakeetimes.com,0,0
katehon.com,-1,0
kauaisun.com,0,0
kcreporter.com,0,0
kendallcountytimes.com,0,0
kentcountytoday.com,0,0
kentuckianatimes.com,0,0
kerncountytimes.com,0,0
keywestreporter.com,0,0
kingscountytimes.com,0,0
kokomostandard.com,0,0
kcna.kp,-1,0
lacrosseleader.org,0,0
lafayettereporter.com,0,0
lafayettetimes.com,0,0
laharbornews.com,0,0
lakecountygazette.com,0,0
laketahoesun.com,0,0
lancastercourier.com,0,0
lansingsun.com,0,0
larimernews.com,0,0
lastfrontiernews.com,0,0
lawrencereporter.com,0,0
laxleader.com,0,0
lewistontimes.com,0,0
libertybell.com,-1,0
libertywire.net,-1,0
lifenews.com,-1,0
lifesitenews.com,-1,0
lindelltv.com,-1,0
litchfieldhillstoday.com,0,0
littleappletimes.com,0,0
livingstontoday.com,0,0
itemfix.com,0,0
louderwithcrowder.com,0,0
louisvillecitywire.com,0,0
lowedeltanews.com,0,0
macombtoday.com,0,0
maconreporter.com,0,0
macontimes.com,0,0
magicvalleytimes.com,0,0
magnoliastatenews.com,0,0
mainebusinessdaily.com,0,0
mainehighlandsnews.com,0,0
mainelakesnews.com,0,0
mainstreamfakemedia.com,-1,0
manateereview.com,0,0
manilabusinessdaily.com,0,0
marinleader.com,0,0
mdbusinessdaily.com,0,0
mdstatewire.com,0,0
mabusinessdaily.com,0,0
matsutimes.com,0,0
mchenrytimes.com,0,0
mcleancountytimes.com,0,0
mercedtimes.com,0,0
mercopress.com,0,0
merrimackvalleynews.com,0,0
metricmedianews.com,0,0
metroeastsun.com,0,0
metrolexnews.com,0,0
metrowesttimes.com,0,0
mexicobusinessdaily.com,0,0
miamicourant.com,0,0
miamistandard.news,0,0
micdroppolitics.com,-1,0
mibusinessdaily.com,0,0
themichiganstar.com,0,0
midcoasttoday.com,0,0
mena.org.eg,0,0
midmassnews.com,0,0
militarywatchmagazine.com,0,0
minneapolisreview.com,0,0
mnbusinessdaily.com,0,0
minnesotastatewire.com,0,0
theminnesotasun.com,0,0
mintpressnews.com,-1,0
msbusinessdaily.com,0,0
msgulfnews.com,0,0
mobusinessdaily.com,0,0
mobilecourant.com,0,0
mohavetoday.com,0,0
monroereview.com,0,0
montereytimes.com,0,0
montgomerymdnews.com,0,0
moonofalabama.org,-1,0
morningpoll.com,-1,0
mtonews.com,-1,0
munciereporter.com,0,0
muskegonsun.com,0,0
nwiowanews.com,0,0
naplesstandard.com,0,0
naturecoasttimes.com,0,0
nationalinsiders.com,-1,0
nra.org,0,0
nrlc.org,0,0
nationalzero.com,0,0
nationandstate.com,-1,0
naturalstatenews.com,0,0
naugatucktimes.com,0,0
ncfloridanews.com,0,0
ncgeorgianews.com,0,0
nckansasnews.com,0,0
ncindiananews.com,0,0
nckentuckynews.com,0,0
ncmassnews.com,0,0
ncminnesotanews.com,0,0
ncmissnews.com,0,0
nealabamanews.com,0,0
neatlantanews.com,0,0
necalinews.com,0,0
necoloradonews.com,0,0
neconnnews.com,0,0
nefloridanews.com,0,0
neindiananews.com,0,0
nekansascitynews.com,0,0
nekansasnews.com,0,0
nekentuckynews.com,0,0
nelouisiananews.com,0,0
nemissnews.com,0,0
nemissourinews.com,0,0
nesacramentonews.com,0,0
nevalleytimes.com,0,0
journal-neo.org,-1,0
news18.com,0,0
newsbreak.com,0,0
newsglobal.com,-1,0
newshourfirst.com,-1,0
newspunch.com,-1,0
newspushed.com,-1,0
newsready.com,0,0
newssloth.com,0,0
newsmax.com,-1,0
newsview.gr,-1,0
nextnewsnetwork.com,-1,0
nolareporter.com,0,0
noqreport.com,-1,0
nordicmonitor.com,0,0
norfolkreporter.com,0,0
northacadiananews.com,0,0
northalaskanews.com,0,0
northbaltimorejournal.com,0,0
northbirminghamtimes.com,0,0
northbluegrassnews.com,0,0
northbostonnews.com,0,0
northbrowardnews.com,0,0
ncarkansasnews.com,0,0
northcoastcanews.com,0,0
northcooknews.com,0,0
northdsmnews.com,0,0
northernwitimes.com,0,0
northegyptnews.com,0,0
northfultontoday.com,0,0
northgwinnettnews.com,0,0
northhennepinnews.com,0,0
northmichigannews.com,0,0
northidahotimes.com,0,0
northindynews.com,0,0
northinlandnews.com,0,0
northiowareporter.com,0,0
northjeffconews.com,0,0
northkentnews.com,0,0
northkentuckynews.com,0,0
northlaketimes.com,0,0
northlittlerocktimes.com,0,0
northmianews.com,0,0
northoctimes.com,0,0
northpanhandlenews.com,0,0
northpimanews.com,0,0
northramseynews.com,0,0
northsactoday.com,0,0
northnewcastlenews.com,0,0
northsfvtoday.com,0,0
northsgvnews.com,0,0
northshorelanews.com,0,0
northstlnews.com,0,0
nwwaynenews.com,0,0
nwlaketimes.com,0,0
northwichitanews.com,0,0
novitimes.com,0,0
nowthisnews.com,0,0
npr.news,-1,0
nationalrighttolifenews.org,-1,0
ntd.com,0,0
nwalabamanews.com,0,0
nwarkansasnews.com,0,0
nwatlantanews.com,0,0
nwconnnews.com,0,0
nwgeorgianews.com,0,0
nwillinoisnews.com,0,0
nwkansasnews.com,0,0
nwkentuckynews.com,0,0
nwlatimes.com,0,0
nwlouisiananews.com,0,0
nwminnesotanews.com,0,0
nwmissnews.com,0,0
nwriversidenews.com,0,0
nwvalleytimes.com,0,0
trendingpolitics.com,-1,0
oaklandcitywire.com,0,0
oathkeepers.org,-1,0
objectivist.co,0,0
occupydemocrats.com,-1,0
okeechobeetimes.com,0,0
origo.hu,0,0
orlandostandard.com,0,0
outragedpatriot.com,-1,0
oxfordreporter.com,0,0
palmcoasttimes.com,0,0
panamacityreporter.com,0,0
parler.com,-1,0
patriotfetch.com,-1,0
patrioticpost.com,-1,0
patriotnewsfeed.com,0,0
patriotpulse.net,0,0
patriotuproar.com,0,0
peachtreegazette.com,0,0
peachtreetimes.com,0,0
pelicanstatenews.com,0,0
pennsylvaniaindependent.com,0,0
pensacolatimes.com,0,0
peoriastandard.com,0,0
perezhilton.com,0,0
phxreporter.com,0,0
pinaltoday.com,0,0
pinebelttimes.com,0,0
pinellastimes.com,0,0
pinestatenews.com,0,0
pjmedia.com,0,0
plymouthreporter.com,0,0
pocatellotimes.com,0,0
politicalanimalnews.com,0,0
politicalflare.com,-1,0
polktimes.com,0,0
pomonavalleynews.com,0,0
pontiactimes.com,0,0
pop.org,-1,0
populistpress.com,-1,0
portlandmainenews.com,0,0
prageru.com,-1,0
prairiestatewire.com,0,0
pravdareport.com,-1,0
presidentialhill.com,-1,0
presscalifornia.com,-1,0
presscorp.org,0,0
presstv.ir,-1,0
projectveritas.com,0,0
protothema.gr,0,0
protrumpnews.com,-1,0
pulaskitimes.com,0,0
quincyreporter.com,0,0
rairfoundation.com,-1,0
rationalground.com,0,0
redacted.inc,0,0
reddingtoday.com,0,0
redrightdaily.com,0,0
redstatenation.com,-1,0
redvoicemedia.com,-1,0
redwoodempirenews.com,0,0
reformedmedia.net,-1,0
renewedright.com,0,0
republicandaily.net,0,0
gop.com,0,0
resistthemainstream.org,0,0
ria.ru,-1,0
righterway.com,-1,0
rightnewswire.com,0,0
rsbnetwork.com,-1,0
riverbendtimes.com,0,0
riverparishnews.com,0,0
riverregiontimes.com,0,0
rivervalleytoday.com,0,0
rockfordsun.com,0,0
rockislandtoday.com,0,0
rodong.rep.kp,-1,0
roguereview.net,-1,0
romereporter.com,0,0
rt.com,-1,0
rumble.com,-1,0
ruptly.tv,0,0
rushlimbaugh.com,-1,0
russia-insider.com,-1,0
tass.com,0,0
ruthinstitute.org,-1,0
salemnewswire.com,0,0
sanfransun.com,0,0
sangamonsun.com,0,0
sanjoaquintimes.com,0,0
sanjosestandard.com,0,0
santaclaratoday.com,0,0
santacruzstandard.com,0,0
sanmateosun.com,0,0
smobserved.com,-1,0
sarasotareview.com,0,0
savannahstandard.com,0,0
scalaskanews.com,0,0
seatlantanews.com,0,0
sckansasnews.com,0,0
scminnesotanews.com,0,0
scmissnews.com,0,0
sealaskanews.com,0,0
searizonanews.com,0,0
sebluegrassnews.com,0,0
seconnnews.com,0,0
sedenvernews.com,0,0
segeorgianews.com,0,0
segrandrapids.com,0,0
seillinoisnews.com,0,0
seindiananews.com,0,0
seiowanews.com,0,0
sekentuckynews.com,0,0
selatimes.com,0,0
seminnesotanews.com,0,0
seoaklandnews.com,0,0
setwincities.com,0,0
sfvtoday.com,0,0
sgvstandard.com,0,0
shafaq.com,0,0
shelbyreview.com,0,0
shiawasseetimes.com,0,0
shoalstoday.com,0,0
shreveportreporter.com,0,0
siouxcitytimes.com,0,0
sloreporter.com,0,0
sohu.com,0,0
solanosun.com,0,0
southalamedanews.com,0,0
southatlantanews.com,0,0
southbayleader.com,0,0
southbaysdnews.com,0,0
southbendtimes.com,0,0
southalabamatimes.com,0,0
southbrowardnews.com,0,0
southcentralreporter.com,0,0
southcooknews.com,0,0
silnews.com,0,0
southernindianatoday.com,0,0
southdsmnews.com,0,0
southgeorgiatimes.com,0,0
southgwinnettnews.com,0,0
southhennepinnews.com,0,0
southindynews.com,0,0
southiowanews.com,0,0
southjeffconews.com,0,0
southkentnews.com,0,0
southlaketoday.com,0,0
southlouisiananews.com,0,0
southmainenews.com,0,0
southmianews.com,0,0
southmichigannews.com,0,0
southnewcastlenews.com,0,0
southorlandonews.com,0,0
southpalmbeachtoday.com,0,0
southpinellastimes.com,0,0
southsactoday.com,0,0
southsfbaynews.com,0,0
southsgvnews.com,0,0
swillinoisnews.com,0,0
southwichitanews.com,0,0
springfieldcitywire.com,0,0
springstimes.com,0,0
sputniknews.com,-1,0
snanews.de,-1,0
stjoebentonharbor.com,0,0
stpetestandard.com,0,0
stateofthenation.co,-1,0
stcloudsun.com,0,0
steadfastclash.com,0,0
steadfastdaily.com,0,0
stoppingsocialism.com,0,0
stpaulreporter.com,0,0
southbirminghamtimes.com,0,0
southfultontoday.com,0,0
southoctimes.com,0,0
southpimanews.com,0,0
southsfvtoday.com,0,0
stclairtoday.com,0,0
strategic-culture.org,-1,0
trumpstudents.org,0,0
sturgiscoldwaternews.com,0,0
sunflowerstatenews.com,0,0
sunshinesentinel.com,0,0
sussexreview.com,0,0
swalaskanews.com,0,0
swarizonanews.com,0,0
swarkansastimes.com,0,0
swbluegrassnews.com,0,0
swcoloradonews.com,0,0
swconnnews.com,0,0
swgeorgianews.com,0,0
swindiananews.com,0,0
swiowatimes.com,0,0
swkansasnews.com,0,0
swlouisiananews.com,0,0
swminnesotatoday.com,0,0
swmissnews.com,0,0
swriversidenews.com,0,0
swvalleytimes.com,0,0
syriana-analysis.com,0,0
tallahasseesun.com,0,0
tamparepublic.com,0,0
tbdailynews.com,0,0
techstartups.com,0,0
thebeardedpatriot.com,-1,0
thebeltwayreport.com,0,0
thebl.com,0,0
theblaze.com,0,0
thebluestateconservative.com,-1,0
theconservativecentral.com,-1,0
conservativepapers.com,0,0
thecovidworld.com,-1,0
thecountersignal.com,0,0
dailyboulder.com,0,0
thedcpatriot.com,-1,0
thedesertreview.com,0,0
theduran.com,-1,0
theepochtimes.com,0,0
thefederalist.com,0,0
thefreedomtimes.com,-1,0
thegatewaypundit.com,-1,0
thejeffreylord.com,0,0
thejewishvoice.com,0,0
joerogan.com,0,0
thelibertyloft.com,0,0
thelibertyrevolution.com,-1,0
michiganindependent.com,0,0
thenationalpulse.com,0,0
ohioindependent.com,0,0
theohiostar.com,0,0
other98.com,-1,0
thepatriotnation.net,-1,0
thepostemail.com,0,0
theproudliberal.org,0,0
theragingpatriot.org,-1,0
rebelnews.com,0,0
thereligionofpeace.com,-1,0
remnantnewspaper.com,-1,0
rfangle.com,0,0
theregionnews.com,0,0
therightscoop.com,0,0
therightstuff.biz,-1,0
sciencetimes.com,0,0
thescoop.us,0,0
sonsoflibertymedia.com,-1,0
thespectator.info,-1,0
tennesseestar.com,0,0
tehrantimes.com,0,0
thetruedefender.com,-1,0
thetruereporter.com,-1,0
unz.com,-1,0
warrensun.com,0,0
wisconsinindependent.com,0,0
thumbreporter.com,0,0
toddstarnes.com,0,0
toofab.com,0,0
topekasun.com,0,0
townhall.com,0,0
tplnews.com,0,0
treasurecoastsun.com,0,0
treasurevalleytimes.com,0,0
trendingpoliticsnews.com,0,0
tricitysun.com,0,0
trump.news,-1,0
trumptrainnews.com,0,0
truthandaction.org,-1,0
truthinmedia.com,-1,0
truthpress.com,-1,0
tucsonstandard.com,0,0
tularetimes.com,0,0
tpusa.com,-1,0
tuscaloosaleader.com,0,0
uncoverdc.com,-1,0
